season,date,match_name,result,h_odd,d_odd,a_odd,source_file
2019/2020,Unknown,Everton vs Arsenal,0-0,112.0,284.0,223.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Brighton,1-1,179.0,223.0,167.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Manchester City,0-3,575.0,486.0,-256.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Everton,1-1,-149.0,299.0,430.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Tottenham,1-2,189.0,261.0,140.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs West Ham,0-1,-123.0,301.0,320.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Newcastle,1-0,-101.0,248.0,301.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Bournemouth,0-1,-435.0,587.0,1147.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Norwich,1-1,-417.0,587.0,1068.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Aston Villa,2-0,-130.0,292.0,351.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Watford,2-0,-526.0,667.0,1381.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Arsenal,1-3,257.0,317.0,-108.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs Wolves,2-2,162.0,220.0,189.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs Leicester,1-4,386.0,318.0,-147.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Southampton,2-1,160.0,229.0,183.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Sheffield Utd,1-2,214.0,249.0,129.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Manchester Utd,1-2,-312.0,480.0,797.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs Liverpool,0-3,541.0,363.0,-204.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Burnley,5-0,-238.0,382.0,664.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs Crystal Palace,0-0,145.0,234.0,200.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs Chelsea,3-1,229.0,278.0,114.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Brighton,1-2,-156.0,330.0,407.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Newcastle,0-2,-123.0,254.0,388.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Everton,5-2,-159.0,300.0,474.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Aston Villa,2-1,-294.0,459.0,766.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Watford,2-0,-278.0,434.0,764.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Tottenham,2-1,156.0,242.0,179.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Norwich,2-1,-128.0,291.0,351.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs West Ham,2-0,-145.0,298.0,412.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Manchester City,1-4,1039.0,585.0,-417.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Bournemouth,1-0,122.0,241.0,235.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Everton,2-1,-161.0,312.0,461.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Aston Villa,2-2,-217.0,376.0,599.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Arsenal,2-2,338.0,345.0,-143.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Sheffield Utd,1-1,123.0,214.0,269.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Watford,2-1,108.0,256.0,257.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Crystal Palace,0-2,104.0,243.0,285.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs West Ham,0-1,-357.0,518.0,886.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Brighton,2-1,-500.0,621.0,1354.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Bournemouth,3-2,-303.0,459.0,786.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Manchester City,2-2,1142.0,660.0,-476.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs Newcastle,2-0,118.0,250.0,236.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Manchester Utd,3-3,283.0,236.0,108.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Chelsea,2-1,-263.0,458.0,630.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Southampton,2-2,-213.0,366.0,592.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs Wolves,1-2,197.0,224.0,152.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs Leicester,0-2,282.0,258.0,100.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Liverpool,1-2,586.0,349.0,-204.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs Norwich,0-2,-278.0,438.0,752.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs Burnley,0-3,125.0,229.0,242.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Tottenham,2-3,374.0,337.0,-149.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Manchester City,3-1,169.0,264.0,154.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Brighton,3-1,-156.0,275.0,522.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Aston Villa,2-1,-143.0,279.0,434.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Arsenal,2-0,-111.0,300.0,280.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs West Ham,3-0,116.0,261.0,231.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Bournemouth,2-1,160.0,227.0,185.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Everton,1-2,214.0,237.0,135.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Sheffield Utd,1-1,-189.0,330.0,543.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Crystal Palace,2-0,-233.0,376.0,655.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Watford,0-2,186.0,262.0,140.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs Tottenham,1-1,149.0,259.0,177.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Leicester,0-2,273.0,252.0,106.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs Chelsea,1-2,416.0,329.0,-159.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Wolves,1-1,-132.0,285.0,368.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs Liverpool,1-2,828.0,519.0,-333.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs Norwich,2-0,-169.0,345.0,438.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Southampton,2-1,-1429.0,1209.0,2968.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Burnley,3-0,127.0,219.0,246.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Newcastle,2-3,-118.0,273.0,334.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs Manchester Utd,1-0,261.0,257.0,108.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Crystal Palace,2-2,-208.0,373.0,556.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Tottenham,2-1,-208.0,383.0,539.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Manchester Utd,1-3,355.0,277.0,-125.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Wolves,1-1,243.0,204.0,138.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Chelsea,2-4,407.0,304.0,-147.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs Everton,3-2,168.0,234.0,173.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs Bournemouth,0-0,127.0,257.0,211.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Sheffield Utd,1-1,129.0,241.0,223.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Aston Villa,3-0,-1429.0,1347.0,2649.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Leicester,0-9,213.0,236.0,136.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Arsenal,1-0,268.0,254.0,106.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Liverpool,1-1,308.0,248.0,-102.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Manchester City,0-2,1130.0,638.0,-476.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs Brighton,2-1,137.0,246.0,206.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs Norwich,0-0,-132.0,325.0,323.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Newcastle,1-0,-357.0,501.0,998.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Burnley,2-1,-200.0,341.0,576.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Watford,1-1,-196.0,345.0,548.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Southampton,1-1,106.0,225.0,301.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs West Ham,2-0,-123.0,301.0,322.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Manchester Utd,1-0,290.0,231.0,108.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Bournemouth,1-0,-270.0,472.0,649.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Wolves,0-2,-769.0,822.0,1968.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Chelsea,1-4,374.0,317.0,-143.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Crystal Palace,1-2,100.0,267.0,278.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Everton,1-0,218.0,223.0,140.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Leicester,2-1,-169.0,334.0,454.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Aston Villa,1-5,142.0,259.0,185.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs Sheffield Utd,0-0,136.0,229.0,221.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs Tottenham,3-0,400.0,291.0,-139.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Arsenal,1-1,124.0,256.0,219.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Newcastle,5-0,-192.0,321.0,596.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs Manchester City,1-3,752.0,459.0,-286.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs Burnley,2-2,129.0,243.0,220.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs West Ham,2-2,140.0,262.0,188.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Brighton,2-0,-238.0,376.0,673.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Norwich,2-0,-109.0,279.0,293.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Southampton,2-1,-263.0,411.0,722.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Watford,2-0,-108.0,246.0,328.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Liverpool,0-1,786.0,438.0,-286.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Aston Villa,3-2,-238.0,405.0,626.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Liverpool,1-2,225.0,270.0,117.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Wolves,1-1,174.0,211.0,185.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Manchester Utd,2-0,208.0,249.0,134.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Brighton,0-0,139.0,222.0,221.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Norwich,2-0,102.0,275.0,259.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs Sheffield Utd,0-2,-132.0,258.0,421.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Watford,8-0,-1000.0,982.0,2363.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Tottenham,2-1,172.0,244.0,162.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Bournemouth,1-3,117.0,256.0,235.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs West Ham,0-0,173.0,262.0,152.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs Arsenal,2-2,311.0,290.0,-116.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs Everton,3-1,235.0,250.0,120.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Manchester City,3-2,2543.0,1110.0,-1111.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs Burnley,1-1,110.0,240.0,267.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Leicester,1-0,112.0,236.0,270.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Southampton,0-1,146.0,229.0,202.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Crystal Palace,4-0,-244.0,400.0,674.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Chelsea,2-5,202.0,241.0,140.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Newcastle,3-1,-500.0,634.0,1319.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Tottenham,2-2,158.0,264.0,165.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs Wolves,3-2,106.0,225.0,300.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Liverpool,0-3,777.0,448.0,-294.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Sheffield Utd,2-2,-244.0,374.0,713.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Aston Villa,1-0,127.0,239.0,229.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Bournemouth,3-1,-149.0,304.0,416.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Brighton,4-0,-1111.0,1090.0,2876.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Watford,1-1,152.0,217.0,202.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Norwich,2-0,-111.0,301.0,281.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Manchester Utd,1-1,308.0,252.0,-105.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Newcastle,0-1,-357.0,501.0,1006.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Burnley,1-1,-127.0,247.0,421.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs Manchester City,1-3,1582.0,763.0,-625.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Arsenal,3-1,-213.0,399.0,545.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs Southampton,0-2,137.0,227.0,223.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Crystal Palace,1-2,-286.0,426.0,836.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Leicester,1-2,223.0,229.0,134.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs West Ham,1-3,121.0,252.0,233.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Chelsea,2-3,322.0,289.0,-119.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs Everton,2-0,204.0,241.0,141.0,2019-2020_full.csv
2019/2020,Unknown,Wolves vs Manchester Utd,1-1,202.0,229.0,147.0,2019-2020_full.csv
2019/2020,Unknown,Chelsea vs Leicester,1-1,-139.0,285.0,407.0,2019-2020_full.csv
2019/2020,Unknown,Sheffield Utd vs Crystal Palace,1-0,152.0,225.0,198.0,2019-2020_full.csv
2019/2020,Unknown,Manchester City vs Tottenham,2-2,-278.0,451.0,724.0,2019-2020_full.csv
2019/2020,Unknown,Aston Villa vs Bournemouth,1-2,125.0,264.0,212.0,2019-2020_full.csv
2019/2020,Unknown,Brighton vs West Ham,1-1,123.0,248.0,234.0,2019-2020_full.csv
2019/2020,Unknown,Everton vs Watford,1-0,-122.0,269.0,363.0,2019-2020_full.csv
2019/2020,Unknown,Norwich vs Newcastle,3-1,114.0,246.0,256.0,2019-2020_full.csv
2019/2020,Unknown,Southampton vs Liverpool,1-2,548.0,358.0,-200.0,2019-2020_full.csv
2019/2020,Unknown,Arsenal vs Burnley,2-1,-278.0,425.0,780.0,2019-2020_full.csv
2019/2020,Unknown,Manchester Utd vs Chelsea,4-0,104.0,239.0,303.0,2019-2020_full.csv
2019/2020,Unknown,Leicester vs Wolves,0-0,143.0,213.0,227.0,2019-2020_full.csv
2019/2020,Unknown,Newcastle vs Arsenal,0-1,240.0,254.0,118.0,2019-2020_full.csv
2019/2020,Unknown,Tottenham vs Aston Villa,3-1,-278.0,443.0,781.0,2019-2020_full.csv
2019/2020,Unknown,Bournemouth vs Sheffield Utd,1-1,-102.0,258.0,299.0,2019-2020_full.csv
2019/2020,Unknown,Burnley vs Southampton,3-0,165.0,218.0,190.0,2019-2020_full.csv
2019/2020,Unknown,Crystal Palace vs Everton,0-0,243.0,241.0,122.0,2019-2020_full.csv
2019/2020,Unknown,Watford vs Brighton,0-3,106.0,227.0,304.0,2019-2020_full.csv
2019/2020,Unknown,West Ham vs Manchester City,0-5,1023.0,561.0,-385.0,2019-2020_full.csv
2019/2020,Unknown,Liverpool vs Norwich,4-1,-714.0,882.0,1830.0,2019-2020_full.csv
2020/2021,Unknown,Arsenal vs Brighton,2-0,1.67,4.24,4.99,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Chelsea,2-1,6.97,4.88,1.45,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Newcastle,0-2,2.5,3.44,2.89,2020-2021_full.csv
2020/2021,Unknown,Leeds vs West Brom,3-1,1.55,4.67,5.6,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Tottenham,2-4,1.79,4.29,4.1,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Crystal Palace,2-0,1.16,8.69,16.3,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Everton,5-0,1.3,6.1,9.78,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Burnley,1-0,2.81,3.5,2.53,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Southampton,3-0,1.77,3.91,4.58,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Manchester Utd,1-2,2.34,3.3,3.26,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Liverpool,0-3,9.98,6.33,1.29,2020-2021_full.csv
2020/2021,Unknown,West Brom vs West Ham,1-3,5.11,4.31,1.64,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Arsenal,1-3,6.03,4.15,1.59,2020-2021_full.csv
2020/2021,Unknown,Everton vs Wolves,1-0,1.8,3.69,4.78,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Sheffield Utd,1-0,1.87,3.75,4.29,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Aston Villa,1-2,1.63,4.49,5.08,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Leicester,2-1,1.69,3.86,5.43,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Manchester City,3-2,7.36,4.72,1.45,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Fulham,1-1,1.3,5.87,10.11,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Leeds,0-2,2.65,3.84,2.5,2020-2021_full.csv
2020/2021,Unknown,Everton vs Sheffield Utd,0-1,1.36,5.11,9.28,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Liverpool,1-2,12.86,7.23,1.22,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Wolves,2-0,1.55,4.51,5.92,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Aston Villa,3-2,3.09,3.54,2.31,2020-2021_full.csv
2020/2021,Unknown,Brighton vs West Ham,1-1,3.5,3.58,2.12,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Fulham,3-1,1.86,3.78,4.25,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Leeds,0-4,3.54,3.84,2.03,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Manchester City,3-4,8.77,5.76,1.33,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Liverpool,2-4,2.79,3.79,2.41,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Everton,0-0,3.07,3.33,2.44,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Arsenal,0-1,1.95,3.43,4.33,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Crystal Palace,3-1,1.89,3.82,4.09,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Leicester,1-2,3.69,3.55,2.07,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Burnley,0-2,2.24,3.44,3.35,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs West Brom,3-1,1.49,4.56,6.68,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Everton,0-1,2.14,3.58,3.46,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Manchester Utd,1-3,4.49,3.99,1.78,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Brighton,2-1,3.94,3.34,2.07,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Southampton,2-0,1.31,5.97,9.4,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Chelsea,1-2,2.04,3.38,4.0,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Crystal Palace,0-2,2.96,3.2,2.58,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Tottenham,3-1,4.01,4.01,1.86,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Newcastle,2-4,1.39,4.99,8.36,2020-2021_full.csv
2020/2021,Unknown,Burnley vs West Ham,1-2,3.04,3.56,2.34,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Wolves,1-1,2.56,3.13,3.05,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Sheffield Utd,4-0,1.32,5.47,9.95,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Arsenal,0-2,3.79,3.63,2.01,2020-2021_full.csv
2020/2021,Unknown,Everton vs Aston Villa,1-2,1.98,3.76,3.77,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Fulham,2-0,1.48,4.2,8.03,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Leeds,2-0,2.08,3.54,3.67,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Manchester City,0-2,9.93,5.46,1.33,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Leicester,1-1,4.15,3.78,1.89,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Crystal Palace,2-1,1.43,4.68,8.03,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs West Brom,2-2,2.08,3.5,3.7,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Manchester Utd,0-0,4.39,3.96,1.8,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Burnley,0-4,2.36,3.13,3.42,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Brighton,1-0,6.3,4.01,1.59,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Chelsea,0-1,5.32,4.01,1.67,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Newcastle,1-1,1.21,7.42,12.65,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Everton,0-1,2.04,3.57,3.75,2020-2021_full.csv
2020/2021,Unknown,Leicester vs West Brom,3-0,1.64,3.96,5.74,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Manchester City,1-2,10.05,5.35,1.33,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Southampton,2-1,1.85,3.85,4.23,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Brighton,0-0,1.68,3.76,5.8,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Liverpool,1-1,5.22,4.51,1.61,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Burnley,3-1,1.36,5.26,9.09,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Fulham,1-1,1.84,3.71,4.48,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Sheffield Utd,1-0,1.78,3.47,5.3,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs West Ham,3-2,3.46,3.4,2.2,2020-2021_full.csv
2020/2021,Unknown,Everton vs Tottenham,2-2,3.54,3.48,2.14,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Everton,0-0,2.14,3.49,3.55,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Southampton,3-0,3.58,3.56,2.1,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Arsenal,0-3,5.51,3.91,1.67,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Manchester Utd,1-3,2.94,3.58,2.4,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Leicester,3-2,3.19,3.26,2.39,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Newcastle,1-2,2.28,3.36,3.31,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Chelsea,1-4,7.49,4.24,1.5,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Aston Villa,2-1,1.47,4.71,6.88,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Leeds,1-2,1.38,5.29,7.98,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Wolves,0-1,2.62,3.14,2.96,2020-2021_full.csv
2020/2021,Unknown,Wolves vs West Ham,2-3,2.91,3.19,2.62,2020-2021_full.csv
2020/2021,Unknown,Everton vs Crystal Palace,1-1,1.83,3.52,4.78,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Brighton,2-1,1.67,3.91,5.49,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Fulham,3-1,2.55,3.19,3.02,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Tottenham,2-2,5.45,3.84,1.69,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Burnley,3-2,2.0,3.4,4.1,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Liverpool,0-3,2.85,3.62,2.42,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Manchester City,0-2,5.27,3.96,1.69,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Sheffield Utd,2-1,1.58,4.18,6.1,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs West Brom,2-5,1.29,5.69,11.7,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Tottenham,0-2,3.08,3.44,2.37,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Arsenal,3-3,3.55,3.49,2.14,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Newcastle,3-0,1.72,3.57,5.68,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Leeds,1-2,2.58,3.31,2.87,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Liverpool,0-1,5.68,3.93,1.64,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs West Ham,1-0,1.8,3.63,4.88,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Tottenham,2-1,2.68,3.32,2.75,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Sheffield Utd,5-0,1.53,4.01,7.55,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Brighton,1-2,3.27,3.22,2.38,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Manchester City,0-3,8.55,4.77,1.41,2020-2021_full.csv
2020/2021,Unknown,Everton vs Burnley,1-2,1.99,3.34,4.24,2020-2021_full.csv
